,PE
290,463.63373718452124
291,450.87971471147296
292,455.3695169651135
293,453.83718421106386
294,451.05962046214347
295,449.85457052843304
296,451.14917077601086
297,471.2465430080903
298,488.5747963667519
299,447.0253353152942
300,480.7242933956143
301,446.85526454627563
302,483.3044296418053
303,472.71823881382824
304,453.5199462496397
305,448.21464479568823
306,463.932952121282
307,461.87959772337746
308,498.8453070982465
309,448.8047398048344
310,464.529321484492
311,474.26457847209196
312,466.1980643392152
313,481.79102344063006
314,452.6743489322298
315,463.0019748276585
316,443.23340606367555
317,494.527661380674
318,464.0003839521497
319,486.7601669828035
320,451.82634540449016
321,450.02281429602436
322,443.99320611972735
323,462.893703316523
324,459.17104432841535
325,478.2442788566468
326,474.97782599183995
327,464.1936980752647
328,461.37318431405663
329,460.9846076079215
330,493.34235562488027
331,492.65091887724384
332,494.6790629143403
333,449.70348670598617
334,443.807472727023
335,441.0757898842576
336,438.78851487689997
337,461.66976243150003
338,444.7228976581975
339,464.66823675113426
340,457.21038630402734
341,485.18807690656774
342,476.17204376921154
343,452.3607542515721
344,475.53107523914
345,452.7226354219003
346,459.2633961967266
347,488.96053883532795
348,479.7228106837912
349,479.1092834474158
350,444.24898023586866
351,447.63756147301393
352,475.39436429391725
353,449.9133575545981
354,493.1694183130454
355,476.54313366264176
356,483.7024783641238
357,443.3866240196975
358,488.9510157835892
359,447.340403091547
360,444.81018820733095
361,449.1784220942506
362,464.8063328552747
363,453.0020726606981
364,466.0659557133633
365,461.9016219916146
366,455.4645469937901
367,447.0326906356049
368,451.3797790214168
369,455.8423502302031
370,480.4026589129564
371,462.37007223493754
372,475.44502379978337
373,459.76564338469024
374,444.96119340884314
375,448.83845400349327
376,442.7540301649009
377,492.77338461710707
378,450.20991614320826
379,459.3285996281869
380,452.6421239700283
381,478.9900587848938
382,442.9162995899895
383,495.0655905931224
384,467.2430354542333
385,444.83208176156234
386,452.30989477094215
387,482.5243923152187
388,468.650584590728
389,475.74379609561464
390,449.17138084188474
391,442.0441485348666
392,463.5040040350559
393,492.8599841640827
394,442.900249714265
395,492.8275591521806
396,456.86104779283744
397,442.80544193974066
398,449.55208497256734
399,466.2830485675413
400,476.09121342328183
401,451.5479803508042
402,446.3330421720954
403,475.8563200410648
404,458.5938611436676
405,481.34586889657714
406,485.5586884753561
407,490.04105215369316
408,448.1018624910056
409,494.2675125307131
410,473.90579066253406
411,474.201611025437
412,448.446057193404
413,462.2236212671355
414,464.7876346668377
415,463.01547986317945
416,451.06616819129005
417,483.83876220090605
418,483.13448905163267
419,446.36199925006105
420,455.32319607131774
421,465.7851257671003
422,454.93555673055926
423,445.19608262650473
424,445.32735687778677
425,449.9704347561349
426,500.50169494368447
427,487.8004274872259
428,498.5027892026998
429,479.09770128389107
430,451.48061411514936
431,442.2643678185547
432,485.7588083664326
433,486.60321517127994
434,472.80100762096225
435,486.49949007750035
436,456.133455726486
437,485.3191041103699
438,491.98152828831036
439,468.0553255122965
440,462.92910553314414
441,446.7589520981075
442,475.3019386127636
443,447.66230361090476
444,464.18653293325013
445,445.89198989957004
446,485.86046589871273
447,460.25909968364283
448,455.6917350033465
449,475.9360757463263
450,495.74920074300917
451,482.08069510660005
452,483.77461885044056
453,488.21453515750835
454,495.2177850511067
455,443.62410607912364
456,467.8016863297759
457,448.6491713716173
458,486.46500410750406
459,446.27427569461736
460,468.62704693921467
461,482.02923658283817
462,500.7690356369746
463,464.97869699632673
464,479.20220310211187
465,486.78204695833364
466,443.0890558144865
467,452.2299607758814
468,445.38449509763706
469,444.6559183457224
470,454.2736562963781
471,465.952720049464
472,489.6929954904235
473,452.31521639999636
474,445.32862592773625
475,485.3326982562852
476,450.50674225928935
477,450.64277248333
478,472.70296648682734
479,472.81915025450996
480,473.7683555445962
481,466.51947983849584
482,467.15654492140055
483,497.74696969000735
484,492.8918639306374
485,479.9732680060608
486,472.79402076764165
487,471.83168683885833
488,453.81806124251943
489,447.0226094056081
490,480.35647085303054
491,476.0862880367852
492,493.1673944617687
493,448.1018624910056
494,458.4126685230357
495,449.3958473147938
496,449.15329054661197
497,478.9773476720067
498,468.62704693921467
499,466.75077545850655
500,489.04819910975755
501,441.4388550713711
502,479.82941979336954
503,446.6356202777014
504,480.6570056642071
505,455.7647540727644
506,465.16639783582366
507,467.11875960218947
508,453.2867691120563
509,487.7700816781411
510,498.3446821843915
511,468.72506261718837
512,476.2843259967523
513,479.9883688567984
514,450.25467486098603
515,484.42058401893246
516,476.55914825049086
517,464.5015212818336
518,478.71744175607427
519,473.90579066253406
520,474.83857552773804
521,451.11839403048043
522,487.27231269231453
523,455.0039161935906
524,480.4150756060444
525,488.05456059504803
526,449.04747947385124
527,495.8991624355772
528,467.8016863297759
529,493.55761255127675
530,468.2910454538934
531,477.974211469495
532,497.74627264997537
533,489.3547773976651
534,457.7571510431386
535,482.8965358064721
536,490.3361036439898
537,445.7100148436613
538,469.20712709163655
539,466.9835331114542
540,461.37318431405663
541,470.2443582175164
542,459.25348579432676
543,482.2831472396823
544,464.21655898373075
545,446.57547330339173
546,455.30313057082776
547,475.68597682436973
548,492.5081202285654
549,451.6774257551804
550,449.79690359136714
551,450.15445956469085
552,443.62410607912364
553,463.77590593097756
554,469.10646375634815
555,456.92909059563306
556,444.2450530709008
557,445.5769188051251
558,483.4145505402577
559,488.05456059504803
560,453.276925070348
561,451.4540827968435
562,451.0134491018771
563,470.87016236955014
564,484.1509720583763
565,441.58077578155746
566,454.41223156629974
567,465.6350374715823
568,476.28014066598035
569,447.48066600250286
570,473.783378259193
571,479.3839499476583
572,454.52179182305474
573,449.89164274751045
574,440.43009748250796
575,464.86259040484254
576,485.4624503503013
577,495.3480762020114
578,491.47575237611625
579,475.7363895666423
580,450.501592681269
581,444.15637331373944
582,473.9326490248251
583,468.1144237736741
584,450.25812390651106
585,495.3636214839647
586,467.56874895908834
587,482.58097280521815
588,464.0045546352837
589,456.39224742659945
590,454.88519673481886
591,462.72429499285147
592,475.7294206724787
593,473.6529395977691
594,482.5984327941912
595,473.9660032014038
596,489.73965897824746
597,452.8836112496712
598,481.90498107899595
599,458.5464998839305
600,453.75876261229917
601,487.418153933391
602,452.10690722719966
603,491.12397031671946
604,480.6570056642071
605,487.26867607879575
606,443.82267687717274
607,446.69777164889894
608,467.9074040840299
609,487.8231963558308
610,480.3316214821913
611,483.98636432988525
612,464.0046788152313
613,495.3480762020114
614,457.95749216970233
615,461.3098890450521
616,455.3716684054107
617,452.0349455592508
618,485.18807690656774
619,466.2424539802217
620,472.5717206325724
621,483.3141420582486
622,485.7138736676685
623,483.7514865253811
624,494.5538477432754
625,445.78578627665627
626,476.5475188640918
627,475.05328449046846
628,482.4491110333138
629,497.2777692807491
630,485.66097757502246
631,463.52797147844683
632,456.04540951494107
633,446.691543897618
634,443.1766688365875
635,476.7067319929359
636,456.0089125979342
637,446.76516506368927
638,460.53761753423106
639,483.0433641618203
640,453.200255330397
641,480.78124376146263
642,445.0966506256089
643,454.9339279306852
644,491.12397031671946
645,450.32147539380384
646,485.6484236020507
647,489.620575839084
648,446.37418780891767
649,472.2741068428136
650,467.44397982217805
651,469.214596791614
652,496.6878089750861
653,478.79779270993924
654,444.5481411641198
655,442.71485200786344
656,480.7204178866215
657,446.8076800503592
658,446.1044606672025
659,474.340828909223
660,449.2504234686518
661,443.39042469686336
662,457.83434890736305
663,495.73653026308955
664,457.8423660922543
665,480.7204178866215
666,495.9589227203472
667,491.3172406630203
668,485.85011500435877
669,452.988875919949
670,486.46004723202594
671,472.69772048279236
672,449.43775532294586
673,481.20178690624664
674,465.67545262242186
675,457.98044583783377
676,455.90723838583216
677,459.6388228518173
678,444.4851795958201
679,467.4100784498992
680,489.49977234971976
681,478.6985979191807
682,442.6874088184521
683,486.97876587231195
684,461.89648056187104
685,498.78431248974294
686,479.38057158234204
687,463.5167869772059
688,493.10334454111734
689,468.1698289292056
690,466.13153339999417
691,450.287522342979
692,454.385891880707
693,448.139248732797
694,498.8644925290279
695,472.4531119417226
696,461.34313794433393
697,476.6505719167309
698,446.42567018819227
699,448.7840851984677
700,452.4320470725471
701,472.2867760265202
702,463.7355479796982
703,452.091848380505
704,471.77685771246263
705,476.75617771223415
706,470.23372670802684
707,453.26156402838797
708,456.63467162478935
709,479.7508875411578
710,457.7130382293525
711,487.77229010033926
712,448.43223535261905
713,459.46210595246396
714,466.01573515730007
715,497.1755461900737
716,479.17010488099857
717,451.7770621539361
718,449.2440076201593
719,456.388818061764
720,454.7019522950568
721,456.43525461295087
722,457.33742448338916
723,442.59135159159194
724,462.102939982914
725,475.27588348550717
726,500.1679239082188
727,490.03087162801705
728,445.7507036169635
729,487.1337492501145
730,497.4573984988839
731,446.65321783520767
732,443.27387258307664
733,495.888817598046
734,451.7956331655879
735,443.7532166167969
736,449.59568997247
737,444.13732908954455
738,494.1532654865947
739,463.92100053425446
740,458.34601230519337
741,469.10993955792685
742,479.98699670457654
743,475.6838792649569
744,477.1582822239043
745,447.0009631565038
746,483.18708740789816
747,472.07354638406844
748,486.4310337205011
749,448.54718023021206
750,476.48407145444315
751,473.7283526970121
752,478.56126381646334
753,495.90190611423833
754,443.63249177671634
755,449.9958190296199
756,481.02365888745544
757,458.1824605912319
758,442.9077029727485
759,486.97779304470157
760,483.0840244947573
761,444.9597782613787
762,460.7775889257331
763,450.74747011248127
764,459.88900379114085
765,487.71271201902147
766,454.16176297421697
767,467.11956965825885
768,486.16494359143644
769,445.0524159888408
770,448.2898562668771
771,487.00397511105587
772,478.77959687915927
773,495.2051915261469
774,501.563064842118
775,475.9295465861811
776,473.5379417524414
777,451.08182793928984
778,473.2448384031325
779,448.00734144687675
780,494.7568867398777
781,456.8623277033601
782,453.54915856537826
783,463.5434172536093
784,445.2237082899843
785,453.2541953686124
786,457.2882076613035
787,451.46231615877434
788,454.7115126198797
789,448.48066322917623
790,498.2500620484335
791,483.75089015188877
792,449.0796703895182
793,501.563064842118
794,463.7939455886212
795,489.7344597258302
796,481.83201449705496
797,478.11517201225087
798,473.2317832063809
799,487.7981802557498
800,495.94318647124976
801,449.3958473147938
802,463.7355479796982
803,489.16263831187246
804,498.464530318166
805,442.5894659518509
806,450.8274143983961
807,493.14235702233753
808,461.87959772337746
809,486.58321367926135
810,483.6510909233737
811,482.3195336825262
812,447.6991632182586
813,475.3374311554574
814,467.15654492140055
815,442.5641998223712
816,449.79690359136714
817,474.2043007654186
818,464.58309192322184
819,491.3445448429799
820,495.07513136672367
821,446.91968565721606
822,450.1058716885127
823,480.6488775283907
824,451.15705021182976
825,451.2962194870259
826,466.1980643392152
827,489.71787873089244
828,468.37126114539467
829,453.5275754999526
830,486.62141693608953
831,479.89851580807345
832,464.0920824228846
833,490.6693170643563
834,484.54619229856536
835,456.0660130973903
836,458.4503166781866
837,446.2979347996228
838,467.3716027851956
839,476.10730634298545
840,494.48839644987595
841,445.89198989957004
842,446.12763566691666
843,498.10190901975676
844,447.46703476195034
845,464.3750689674463
846,461.2201927234405
847,475.9228402199251
848,462.2452848860245
849,486.7388243682428
850,454.16176297421697
851,461.82661537533505
852,459.94697907343453
853,469.10646375634815
854,479.55535994562354
855,465.95107311092636
856,461.01241449049587
857,444.33524424371865
858,466.3493503636447
859,485.60885886888383
860,482.77040227955024
861,460.18940890072207
862,453.01888524931763
863,458.41884600314495
864,453.7338329061784
865,495.3636214839647
866,451.58461944368554
867,450.8806592478243
868,444.96119340884314
869,474.1316967320031
870,454.600006987422
871,445.2883991054132
872,456.0083848929733
873,444.82315135674025
874,445.9922846987696
875,448.6491713716173
876,474.93309986414596
877,495.3079200699888
878,487.0835997308312
879,457.55331800870573
880,482.2831472396823
881,479.64756289774175
882,479.42051046142296
883,449.6233799830087
884,461.7759151608061
885,461.3022912057281
886,478.11517201225087
887,445.60428647061906
888,450.7446427497167
889,472.6087842517744
890,480.5313194495927
891,445.5039449959013
892,485.548757960081
893,449.1770237422085
894,484.7549960260486
895,481.37267182084787
896,441.1023803171082
897,475.05328449046846
898,463.57381641734855
899,495.90190611423833
900,495.90190611423833
901,449.57365685163415
902,483.2969085476055
903,456.42388084103305
904,450.80278329778247
905,450.4845122556288
906,453.3841401109269
907,495.08675833628587
908,460.4185860877524
909,450.501592681269
910,446.95575420788845
911,455.7091027119092
912,442.71200682512307
913,480.7242933956143
914,466.20417440196223
915,478.49349884845094
916,467.2263205434882
917,449.1651352496965
918,477.0827226358193
919,479.3056639742825
920,445.3303294730219
921,471.43967441525183
922,489.33511602510345
923,485.1228317533413
924,449.0082036616406
925,452.66130915721914
926,489.9755881241076
927,482.4658894442579
928,470.0749267855141
929,457.04903709963526
930,444.8681567917296
931,456.319641155858
932,452.57771856874916
933,475.9772263537163
934,446.58964633317385
935,457.4174299698501
936,450.4610781872635
937,485.7037869167763
938,493.3747382435282
939,458.34601230519337
940,487.77229010033926
941,486.49949007750035
942,454.9779772452195
943,443.807472727023
944,453.72656571162526
945,440.30987147316273
946,480.8411824511177
947,489.84527433334125
948,453.62396493114676
949,485.07521736224044
950,455.32319607131774
951,458.89108856169713
952,454.09502028814177
953,472.6365443415724
954,500.477179665021
955,451.770416690589
956,453.5393679105775
957,449.422025020336
958,487.838253812551
959,474.9071539465999
960,446.9149994083947
961,446.41772076426207
962,489.57620153523703
963,474.1316967320031
964,490.8922531905491
965,464.7633245366863
966,461.74574380679826
967,505.43791452735184
968,482.58097280521815
969,462.98822376037276
970,480.7242933956143
971,488.1766108137318
972,476.8423572064903
973,462.68838824297063
974,483.8390326735459
975,480.2229789716119
976,495.8991624355772
977,485.88058262022577
978,451.14917077601086
979,464.5015212818336
980,471.3752285173585
981,448.5639761850781
982,484.5364651030892
983,465.2845672251163
984,486.81448415084895
985,479.177095593633
986,483.8399451573531
987,446.8600023388846
988,451.2039318984701
989,464.3735145103302
990,462.893703316523
991,463.305205533088
992,498.92267015026675
993,449.0472911968125
994,478.9804139071098
995,462.6648272289973
996,460.7377297491016
997,451.5385580812842
998,481.1722120882654
999,470.23372670802684
1000,452.0301752137995
1001,464.66323674771303
1002,444.06406235936157
1003,469.0161083258933
1004,490.77317125433353
1005,456.5737402418129
1006,471.5498807696169
1007,453.59696840197176
1008,442.6874088184521
1009,443.97060956797
1010,449.60375228467666
1011,484.01343983706494
1012,452.6331490294309
1013,503.44714552150526
1014,495.7797218020047
1015,494.47707983385556
1016,455.1433715222062
1017,488.8597998590477
1018,481.09854056720894
1019,480.71943128915456
1020,484.592708932616
1021,467.0567404966138
1022,443.2298455156864
1023,495.0014576099458
1024,458.1196566877543
1025,475.87864082232227
1026,465.01358485534456
1027,475.96872136518704
1028,457.55331800870573
1029,451.5207385088179
1030,467.08279411060204
1031,447.5783966391249
1032,468.8994072713108
1033,451.3797790214168
1034,497.40961498780706
1035,454.12697257386964
1036,458.56522275714326
1037,446.1702060935854
1038,489.15868846229193
1039,458.2436272314241
1040,475.3418341129254
1041,455.1433715222062
1042,450.92713329631954
1043,474.88919079614107
1044,442.3375479836159
1045,459.5738013488643
1046,457.29076124458726
1047,447.95532158322897
1048,458.3870039215755
1049,456.1033967650974
1050,481.19495496491163
1051,464.3811259153275
1052,448.6414374104205
1053,441.9329756520815
1054,443.33329658160574
1055,470.827714704213
1056,489.02954690297395
1057,448.766134885213
1058,453.28985118314614
1059,459.874656896148
1060,449.8038041576915
1061,449.12681079784454
1062,467.0709176045806
1063,494.6790629143403
1064,456.7837155052367
1065,457.82612977216604
1066,498.345701902777
1067,494.7568867398777
1068,486.3708764394079
1069,477.81801127775145
1070,476.14294171425263
1071,455.8423502302031
1072,493.1694183130454
1073,463.8521081152688
1074,497.47089706820435
1075,446.26441915484486
1076,477.46344901338534
1077,472.85105267607014
1078,491.35733184962237
1079,449.710830466816
1080,443.7241421293288
1081,453.48312734034533
1082,475.1735822140464
1083,479.8800668496935
1084,471.94578212131785
1085,441.6055109041954
1086,474.261061143176
1087,458.5054730719491
1088,463.7758900987336
1089,459.00323291664955
1090,453.93405183023617
1091,454.7115126198797
1092,494.3938704365663
1093,456.4646538055772
1094,447.0128454642785
1095,449.03462567206924
1096,478.66171048654144
1097,498.78431248974294
1098,474.32586308244834
1099,491.7187967283009
1100,443.69091418627613
1101,458.5924941673055
1102,448.74374703845695
1103,483.4289240296707
1104,450.579458925294
1105,465.91422257560544
1106,486.3974554271912
1107,475.0310532169424
1108,450.31114712776537
1109,449.477388443947
1110,465.95132728263627
1111,493.88355655264075
1112,474.8370135007599
1113,457.1025148478211
1114,484.5009287152602
1115,471.9656360011892
1116,473.0002532713276
1117,493.6859039055462
1118,474.6994525860082
1119,472.6797126193186
1120,444.5272160198389
1121,472.2741068428136
1122,450.47381590286903
1123,493.38755220413805
1124,464.90649622785
1125,483.9286771244594
1126,491.35733184962237
1127,468.19776290268317
1128,480.06592389565446
1129,447.79254817110393
1130,463.6796245087788
1131,456.5343897261331
1132,446.4585381827713
1133,492.6137672978231
1134,451.88808380969397
1135,462.1258628196423
1136,450.5803206603672
1137,457.23561978474424
1138,494.3095795788413
1139,461.34993906930356
1140,496.9515764267435
1141,443.75539941299905
1142,448.82602714243666
1143,489.35558134047596
1144,453.28343052641566
1145,476.5395584725464
1146,498.59250948453484
1147,481.9868714591191
1148,452.4530968272111
1149,444.4025323925747
1150,467.75722093337674
1151,445.3303294730219
1152,481.01801325282
1153,447.1472464243905
1154,486.98587722444756
1155,451.117627113048
1156,468.3835113946583
1157,454.6858628823776
1158,443.0890558144865
1159,454.25961627936056
1160,455.3400226833434
1161,441.11302575749716
1162,485.4391998240749
1163,494.07354299077934
1164,488.37987260433727
1165,458.8897095934798
1166,494.92291342936403
1167,505.1623238457079
1168,477.6258255918063
1169,493.6745889841201
1170,447.52814745805574
1171,448.5761252769938
1172,477.2089527158756
1173,452.17240830483814
1174,448.1031281456506
1175,448.74721549762006
1176,450.17322779867607
1177,453.13278602076844
1178,494.87944910923915
1179,488.1759406098304
1180,482.8048665269192
1181,457.29076124458726
1182,491.70726756750355
1183,448.2542874110146
1184,472.90104414437627
1185,451.65306206924595
1186,453.8123091021992
1187,451.35130776957465
1188,496.13749550846296
1189,491.0185156261174
1190,458.3380214917182
1191,444.59560231934773
1192,456.133455726486
1193,483.2838227302511
1194,460.0392910449633
1195,486.7740539596947
1196,485.96877459361724
1197,456.7797948871812
1198,445.19531786558184
1199,447.73921777312046
1200,450.7221320481689
1201,462.04158549053864
1202,456.63517361847954
1203,474.21606216502096
1204,464.1159770562496
1205,450.7158599251753
1206,467.5278788142474
1207,473.0627264191192
1208,454.3343562640524
1209,453.93405183023617
1210,478.9773476720067
1211,466.9414178776348
1212,479.65949605308924
1213,452.8714647771605
1214,505.6514449276268
1215,454.0771551560354
1216,464.49814889328934
1217,495.2285114302713
1218,442.2643678185547
1219,449.43803825385874
1220,479.52956520542364
1221,460.18940890072207
1222,446.28728797002043
1223,486.99542201943177
1224,478.66171048654144
1225,479.9339305691004
1226,454.16176297421697
1227,484.36809874163134
1228,458.68997355051323
1229,477.6258255918063
1230,446.58990481069384
1231,456.7380366105268
1232,480.91898210205744
1233,464.66823675113426
1234,496.19881685021454
1235,446.9671113639445
1236,463.886515658791
1237,487.5592636004553
1238,447.8760915945642
1239,459.85627324513223
1240,491.3554838882219
1241,449.50787336370814
1242,445.5372691897619
1243,475.4838568312477
1244,459.92782526397434
1245,456.27044233929774
1246,470.48509879644826
1247,465.32016942536137
1248,491.58376980590026
1249,478.74296577898275
1250,445.09056304939185
1251,449.3958473147938
1252,454.34536291203096
1253,449.1784220942506
1254,449.36052180853585
1255,503.2540441836039
1256,491.03627348631096
1257,486.32216228939785
1258,446.54463039242654
1259,457.7571510431386
1260,467.3967606509794
1261,487.2258946126315
1262,467.49670600743764
1263,483.79566407452046
1264,495.7314932898647
1265,484.98305945247114
1266,454.2736562963781
1267,465.9763607732681
1268,484.2939976942863
1269,454.87940066294186
1270,443.82826994336756
1271,454.6367266180672
1272,440.6518451081389
1273,502.12627872921655
1274,443.8291528538217
1275,452.6328873218466
1276,448.1691265970185
1277,454.9137277755299
1278,457.968189162203
1279,447.5865729181587
1280,465.08884549750235
1281,485.22992858420696
1282,475.15110830507746
1283,469.7210404979667
1284,453.5393679105775
1285,460.704873054971
1286,448.43052225809987
1287,452.0349455592508
1288,462.6369034061875
1289,477.11651187868785
1290,496.21780895613375
1291,441.68259191137224
1292,484.2913865169318
1293,449.16445664865694
1294,452.79898098820996
1295,475.1301426576253
1296,458.61899669009074
1297,447.5910321808683
1298,452.28345451556424
1299,486.7601669828035
1300,444.33186960856045
1301,453.8123091021992
1302,451.14587251162385
1303,463.8568243723179
1304,449.8345222701197
1305,480.2068805873945
1306,476.72873174033487
1307,447.7014123872983
1308,502.657872577449
1309,493.219191327153
1310,483.06178204101434
1311,449.50787336370814
1312,456.03566073025286
1313,463.0545060603164
1314,451.98412745200346
1315,488.8891510487948
1316,451.5385580812842
1317,495.69061671485997
1318,457.12589117976324
1319,449.5169309992305
1320,449.71663142059225
1321,474.32586308244834
1322,441.8048375977476
1323,489.23529335421
1324,476.36034063582485
1325,491.98345860399513
1326,456.5300323367252
1327,442.5065398916502
1328,450.2625160480478
1329,450.7842106777504
1330,475.05328449046846
1331,463.6723044535162
1332,458.36307281866584
1333,488.53739947564947
1334,487.3409999081214
1335,462.48131706467893
1336,498.39501712188166
1337,447.86512892182054
1338,465.68655528942674
1339,461.525233253031
1340,458.3870039215755
1341,457.49618242860436
1342,476.26220515962723
1343,461.94961785202867
1344,481.9868714591191
1345,446.18388086129397
1346,498.8644925290279
1347,447.5865729181587
1348,472.18798079836296
1349,464.24032295385007
1350,465.86084936404166
1351,483.5162295649041
1352,455.2722623810735
1353,467.74270543314594
1354,448.25036049078017
1355,446.3237583461743
1356,449.42806964628346
1357,495.7983269355045
1358,444.89597566314507
1359,495.3338788321328
1360,463.2659003549735
1361,453.6524315566497
1362,464.8891269782266
1363,462.09559118612594
1364,443.47787624434307
1365,475.6502327548843
1366,483.4763580686372
1367,479.1862277053433
1368,453.93405183023617
1369,456.1191466518493
