,PE
280,459.210691817813
281,440.3909425731759
282,450.7097418439348
283,458.6345786753685
284,487.2376167169617
285,449.64397013918835
286,482.9923110111171
287,475.9880786294925
288,499.08019015057295
289,483.0197185162538
290,463.89030950565297
291,459.6523368875312
292,452.11813946593605
293,453.07222301712073
294,445.42815693267744
295,453.8182708537292
296,458.54974112186585
297,476.84414267216556
298,480.6954341629023
299,449.3270709797587
300,486.29660386303243
301,454.91045535145673
302,477.42642714664987
303,474.8569099443716
304,453.1721798097046
305,448.529655002852
306,460.783401947433
307,458.49069302322704
308,499.1285079052387
309,449.32574731248843
310,467.0689346178432
311,475.98903203233033
312,458.5885753448352
313,489.9308042437548
314,453.4448171347689
315,464.4258575561661
316,452.0688938349481
317,493.2220316612194
318,475.1080254397361
319,490.39976464349127
320,454.8560943788237
321,449.6500680852555
322,443.62761257895465
323,464.8538304114662
324,466.7682946046885
325,476.7083123424797
326,476.3205102959656
327,465.0555410054957
328,456.5421970799425
329,458.2947213921494
330,496.0549294011959
331,491.7790703811717
332,493.58319485114845
333,457.39680606114786
334,440.89201601949696
335,441.13597762006765
336,447.602876742186
337,454.42580043883726
338,445.8489280131139
339,471.1312506587387
340,460.304523245756
341,485.39809562448227
342,475.58637169261254
343,448.57665589184086
344,473.7672060929463
345,454.12660882810445
346,462.83555952397666
347,491.8533137622755
348,474.75304262842985
349,477.6485841314014
350,447.2149670369803
351,441.35950843633424
352,477.8722338900582
353,450.55552170517547
354,500.02498241043185
355,475.72312841482596
356,486.86915878223147
357,443.35467026268475
358,490.5254724362928
359,453.16507809751687
360,446.71548495985843
361,456.2432339446195
362,463.0906114479042
363,453.8507201298487
364,464.4825794829128
365,460.36113930895783
366,454.3448909034129
367,444.4683704314066
368,456.5259021461228
369,448.9507242778857
370,479.6486476700837
371,462.8092057962319
372,474.07212323063743
373,463.4051026934525
374,449.06246644784176
375,455.2570638391218
376,444.460514471216
377,489.0575366965166
378,446.96167086217577
379,461.29195883594343
380,453.6378966730544
381,480.5375445848561
382,441.019349184583
383,493.1316784922978
384,469.09090048044783
385,442.7991157171955
386,450.0868871912238
387,476.45305015439027
388,469.2580485179877
389,477.9341391968065
390,449.7194882742002
391,444.31538330185793
392,465.446044704568
393,493.94719583478496
394,443.94539932988636
395,492.38576831280835
396,457.9712274009075
397,442.91974969305085
398,451.6952487096506
399,467.8363726907989
400,476.1663289801489
401,448.0271810637489
402,440.3088329500226
403,485.14837070278577
404,460.39601495755693
405,480.0538418312673
406,487.8743142137883
407,489.59321026765895
408,452.6301105665683
409,492.6921690984156
410,472.58119812507186
411,475.43696680555956
412,448.43375500303443
413,457.8081127173257
414,467.8574145084997
415,461.6487944818664
416,448.5656038724054
417,486.0439206793207
418,478.3966695950673
419,449.98914136338857
420,457.90459285233646
421,461.3472683502748
422,454.2688694222879
423,451.95991578451554
424,440.87732669987207
425,460.5441226948918
426,498.09245190976645
427,489.8447013341086
428,497.4370413293027
429,482.1016509521066
430,448.09216711891554
431,442.9166706751158
432,484.05989323654916
433,490.0416121605631
434,468.9302085203137
435,490.26135330201106
436,449.27583172147746
437,483.5223703245309
438,490.88681493567105
439,464.4551820039272
440,461.4521430682152
441,446.27729421458315
442,476.88558257094036
443,442.52309605745035
444,461.3621654292593
445,445.57121044689313
446,490.65769154336346
447,457.6351937789027
448,455.7608793103502
449,474.3168709427941
450,496.19230226144595
451,488.2966971266479
452,485.54590472980857
453,489.6781793773951
454,496.9414972182894
455,443.0601287796532
456,468.04663066460967
457,448.2626011192488
458,494.42038893108537
459,443.074214651061
460,467.4901003211762
461,479.9869009733679
462,502.5031331968188
463,462.1104577879319
464,478.06124178518945
465,503.240818790858
466,443.6555256535277
467,455.1727602163423
468,446.64226735207683
469,444.6642092633372
470,460.15718108230624
471,471.55770929764583
472,499.1120422587523
473,446.1854929386168
474,445.4819986678753
475,481.3718711661947
476,454.20614815264355
477,450.2929761842842
478,473.6719093618628
479,479.86228947460694
480,479.58927043390105
481,470.35636916687235
482,464.72061020147936
483,501.92418170652013
484,495.68600893210015
485,478.96750860557313
486,465.15608650837714
487,473.52592700725035
488,460.84020614337135
489,440.0284616333141
490,476.66494735093954
491,479.4002680802852
492,498.657884312665
493,452.6301105665683
494,457.521687108546
495,442.03389913040905
496,446.75942662003115
497,480.1378214540985
498,467.4901003211762
499,465.6582777866994
500,489.5989805585991
501,443.4589152010889
502,486.67762614329394
503,447.8827412892688
504,486.8877380164017
505,451.2523229690156
506,468.2164428943528
507,464.13318572664525
508,450.89170756650117
509,486.64261504827135
510,498.7898006314286
511,467.00702350825634
512,469.4904071590207
513,481.84013261027616
514,447.13515552929204
515,484.60723895318097
516,471.38912112302455
517,463.6566758892518
518,474.9668337862214
519,472.58119812507186
520,472.02103962863976
521,449.5884811279519
522,495.7039744589429
523,456.1063371863701
524,483.1999757722034
525,485.2764430065102
526,449.1191967597753
527,499.25507805781797
528,468.04663066460967
529,494.64999493730073
530,465.47693754488955
531,475.309680465727
532,498.7429730811159
533,488.7962765731128
534,455.20151409610844
535,483.65003990455625
536,490.46240478740117
537,443.6022095475343
538,472.00712301698894
539,473.97790542064706
540,456.5421970799425
541,476.93339809479613
542,462.86473011567796
543,476.12877701560683
544,461.7479574839794
545,443.0086598825133
546,456.59361375870895
547,480.9309400057265
548,487.4976856755277
549,450.0623855750321
550,445.96083266590745
551,446.925642905018
552,443.0601287796532
553,458.6440192023423
554,469.83900398689195
555,458.8095529032629
556,440.4859717510509
557,444.4700500676211
558,484.92102379565796
559,485.2764430065102
560,456.70595684552546
561,452.2541242954979
562,446.49575278342536
563,476.1561954791609
564,483.49376395036234
565,447.3979364701124
566,452.6904166232272
567,466.26605491580216
568,475.7733761940065
569,445.6421600321651
570,471.6696250235171
571,476.7554151988499
572,450.92939530172714
573,452.45960177390384
574,438.01879296975625
575,470.07803241288934
576,485.2895751501782
577,499.8768755545888
578,490.5348980809642
579,474.97417553248744
580,453.47556255037546
581,440.9083589655507
582,473.80392202104053
583,473.0704155621089
584,453.4665691450722
585,492.54568506657796
586,461.7765017536802
587,480.08120577619917
588,470.7335919657592
589,444.9471466059724
590,456.5705203007317
591,458.5456583967451
592,483.11554580065604
593,480.55584649738404
594,486.6587029707259
595,478.9996307501355
596,487.23757258306796
597,448.48008780460026
598,482.88480332474
599,462.71097290347376
600,452.2578707889397
601,485.9945857094147
602,451.5614649456374
603,494.16931525704763
604,486.8877380164017
605,484.16267157140544
606,450.11687894788173
607,447.42075329271677
608,466.8140029177001
609,487.0095897194362
610,477.22357071047935
611,483.9168922562133
612,462.36165282718514
613,499.8768755545888
614,456.88985123654885
615,462.075235926018
616,453.65826956371103
617,449.73108954365284
618,485.39809562448227
619,468.231005108564
620,477.56814000749375
621,485.8663771045152
622,487.30037241879904
623,484.1757811408788
624,492.41734782189224
625,453.23098600919815
626,479.34041006597465
627,480.28651165910145
628,478.08888245699245
629,497.41896824038093
630,496.26184297015004
631,462.43652844654343
632,452.01505511308994
633,445.8762026684974
634,441.378627536718
635,475.5345764612003
636,459.560805478323
637,445.1812105969246
638,458.600127070181
639,483.9039160936276
640,449.73708055896924
641,478.0328370996922
642,446.7679625926084
643,452.6955830422913
644,488.9245288281272
645,452.55339495492404
646,481.92995559711227
647,492.2944307636598
648,441.6200761968387
649,481.8522609488114
650,470.86111846192176
651,465.626894321148
652,494.0444515428979
653,473.6121774975153
654,446.79039909026596
655,444.33769664438927
656,480.9971688220117
657,447.2741113694936
658,441.0886292487478
659,475.40925483851487
660,450.39999414237803
661,442.179500757743
662,455.71470125488986
663,500.6171243328457
664,459.3172587694209
665,480.9971688220117
666,496.3471676279609
667,494.1536053526619
668,484.3305770997656
669,453.7269509006769
670,486.2830284060023
671,465.15864834686613
672,445.2404802541887
673,485.91674781691415
674,465.53217450333636
675,455.0698571969086
676,452.3012392236106
677,460.2287667420485
678,442.199845660503
679,466.783685937808
680,485.39743636137973
681,477.84680439638055
682,445.6445447389214
683,493.10110222237967
684,463.33398249248546
685,497.38271221281394
686,479.460213444808
687,462.5254345548926
688,494.90125573716756
689,463.4230012689255
690,466.8112769165481
691,452.65744446549536
692,454.4951546801874
693,448.06906187008724
694,500.8589887947247
695,473.08241466954047
696,456.87892867490484
697,479.05368704252163
698,441.4178672430337
699,454.8759202605157
700,451.8404865184631
701,472.5291065895196
702,465.5406034221071
703,454.2202841469988
704,476.07909458341004
705,474.3447282734538
706,479.83733107425604
707,453.728126741702
708,461.9076355337121
709,478.76646465194307
710,454.34166324774964
711,491.58020078071314
712,447.48007689387896
713,456.10464238211097
714,466.8300842249445
715,494.35101521649153
716,475.64427750405196
717,444.4021153202645
718,444.2586027977761
719,458.6202072359505
720,454.601529713061
721,459.1468547374066
722,461.41136626900806
723,445.96801257914194
724,456.0084717033032
725,474.2146542158882
726,502.5190770712426
727,495.9414093590928
728,450.6331977408173
729,488.64062747129253
730,503.3617153678586
731,451.9328635300183
732,448.06922521015395
733,496.205246550821
734,451.76890000385475
735,439.7231824185323
736,448.203542120445
737,445.4353581078139
738,499.82546585794773
739,461.7153364151417
740,455.9171572386183
741,470.4549618934247
742,477.9274338750328
743,475.11286162371994
744,489.0855325751374
745,448.4366081750938
746,484.2281359354106
747,474.5298518986847
748,486.97008131143116
749,446.7563055893922
750,479.13418688431443
751,479.443635517987
752,478.23556433504115
753,493.13395790519314
754,446.90356567138315
755,448.3557289327964
756,480.5393996140768
757,457.01475004955574
758,445.0272279053789
759,481.8483303392863
760,484.7902290384405
761,452.25178480407754
762,461.77574783998347
763,450.6980932756167
764,460.9449707685426
765,485.21554617936937
766,453.74533141880084
767,466.7258335055995
768,487.91078382536995
769,445.30344595379114
770,448.8041580807393
771,487.0387186921998
772,479.5169284412225
773,492.0149297762611
774,496.27351598523063
775,474.0727300855137
776,473.8889675797083
777,452.77647390220176
778,468.7756017760841
779,448.1678477898058
780,492.9438601689373
781,454.15960837044906
782,451.9538501055125
783,461.5929152088879
784,443.0758409625717
785,455.5732870766721
786,461.83933081200655
787,449.7118795923279
788,459.6293362460078
789,450.4252094946145
790,492.894693787397
791,480.1080934307796
792,446.6154302856347
793,504.81882656888627
794,457.764262494807
795,485.3642457422337
796,479.56638065538635
797,470.77386816456277
798,475.4614692361429
799,493.2883933262883
800,490.09273096638924
801,446.402618014076
802,465.5406034221071
803,491.50194893332554
804,499.0786726438757
805,447.5356405672837
806,452.6234812128493
807,496.0119318572971
808,458.49069302322704
809,479.57876910788144
810,482.0332815238007
811,486.19721770453924
812,448.4702392413725
813,475.22551695912756
814,464.72061020147936
815,450.8406667030902
816,445.96083266590745
817,468.2105056992465
818,461.99153271127534
819,492.29341992138643
820,492.03462184074493
821,444.92421091777265
822,446.5921434048868
823,481.67984804788676
824,451.0279300748331
825,447.1986353467024
826,458.5885753448352
827,486.95450763498604
828,467.99859600627127
829,449.5427444782001
830,487.3719523220129
831,482.12309147762375
832,466.3358226282044
833,493.1248472610689
834,485.3562164627578
835,456.8431445203362
836,458.50515830906625
837,441.5994758969787
838,467.482970214724
839,475.6689456979619
840,495.5467765200668
841,445.57121044689313
842,444.9442925648778
843,498.88947867612956
844,444.5943471400186
845,462.55939729299666
846,462.0314003886417
847,481.55959161071263
848,460.7246098549881
849,487.27164747642325
850,454.3370228206478
851,464.0502464175589
852,464.45785644840566
853,469.83900398689195
854,485.1316789713108
855,465.67808042027525
856,458.82518258134456
857,445.23605963883205
858,463.4389947514395
859,484.8539789013592
860,484.4883886173882
861,459.24667350110116
862,452.32243899336044
863,453.08691283026894
864,453.471204342309
865,492.54568506657796
866,451.30398535799844
867,456.2450598580659
868,449.06246644784176
869,477.3999736263745
870,450.8097991567329
871,446.2199337887883
872,453.79105310535647
873,446.9332251094032
874,440.7931059697556
875,448.2626011192488
876,480.00103567208976
877,490.99674407551674
878,486.35821811369897
879,459.6529556062679
880,476.12877701560683
881,474.01860331587466
882,478.0717191757161
883,454.1722775416813
884,461.7412028430076
885,459.97655400006585
886,475.97588315881666
887,443.25642258115494
888,442.19255866935873
889,475.93076594697794
890,476.20354679859315
891,448.15245791358603
892,479.7166290835498
893,445.4653482663562
894,484.5026944650738
895,476.66038187380803
896,451.7450617912997
897,474.6691308842831
898,469.4952571369911
899,493.13395790519314
900,491.0757350483866
901,454.0685696824213
902,484.8393181312677
903,465.50070240522376
904,452.743506451942
905,448.8312346300743
906,454.98696500393714
907,499.7246173233068
908,461.1737872102587
909,453.47556255037546
910,450.82058018971213
911,454.962344596366
912,443.9390407369183
913,486.29660386303243
914,473.47542199643937
915,479.4671055931521
916,471.3863555005441
917,444.93502679132627
918,469.4042715883791
919,473.17376666805245
920,441.6885544615878
921,471.1242435491011
922,490.80496131265846
923,489.19204259396906
924,449.9060664031106
925,449.257885059831
926,493.3586323056729
927,481.055029313776
928,466.5125522875087
929,455.96740653833217
930,450.4444601932103
931,457.8340590235238
932,448.8858765889302
933,486.37723465709183
934,446.78946886755125
935,451.53144373063145
936,447.78464044865905
937,490.71088076668514
938,497.24743942771295
939,455.9171572386183
940,491.58020078071314
941,490.2954147086697
942,451.7970274781491
943,447.6342159311705
944,460.48778660001096
945,446.70587679721945
946,482.571136900179
947,490.6719924473603
948,451.68424800506364
949,489.4176186139956
950,457.90459285233646
951,463.9849398075166
952,454.5992698595957
953,474.45212803397266
954,493.0818799585067
955,457.1563321600446
956,448.96982843270905
957,446.26802514059796
958,485.67447384567765
959,474.5866421403499
960,451.1702282700473
961,443.0718426036474
962,487.0472340657049
963,477.3999736263745
964,487.9312207617335
965,467.0281459202346
966,459.58385232731433
967,500.5206696859908
968,480.08120577619917
969,464.6195750023331
970,477.83732799093605
971,479.0202523335683
972,476.6859387142049
973,461.11233090812505
974,485.28799232721775
975,476.77193997067286
976,499.25507805781797
977,484.31679562750116
978,458.54974112186585
979,463.6566758892518
980,466.85633873803783
981,445.5484984182265
982,485.85181153071744
983,468.093784343769
984,481.9625760744759
985,479.8111840253214
986,476.9909625666954
987,455.3320232277261
988,452.8136883162852
989,462.6055977981199
990,464.8538304114662
991,461.4245246463614
992,498.9710174385953
993,454.1706083353958
994,478.92051334741825
995,461.4467308693074
996,456.11612191115864
997,452.0490000329447
998,486.39726393527894
999,478.1244579245489
1000,451.3318956090832
1001,470.0921152246016
1002,448.4165204945995
1003,466.9344397694623
1004,486.4324734675051
1005,457.14752111995205
1006,472.67445269439577
1007,449.12141701280046
1008,446.07107351196976
1009,447.41361665842106
1010,450.5733767191708
1011,479.13837298538635
1012,455.79275611612604
1013,504.0669569806733
1014,499.05547110051793
1015,493.6054533980591
1016,452.02363807423995
1017,489.13049604487156
1018,478.2940198561105
1019,475.5527646027505
1020,484.97942890091446
1021,466.5627327179394
1022,445.88439682123266
1023,493.70772894147643
1024,460.72506389339753
1025,477.0261620973792
1026,465.8887726638238
1027,475.8738839947907
1028,459.6529556062679
1029,449.3165263889659
1030,464.41940833714165
1031,454.46200253636295
1032,473.2634470072454
1033,456.5259021461228
1034,494.5356395774997
1035,450.6851310570449
1036,460.33465592036663
1037,451.1283493930988
1038,490.6001539485463
1039,459.4247639529293
1040,472.46863351194554
1041,452.02363807423995
1042,455.9676044518606
1043,480.8670351083313
1044,442.4710521994904
1045,463.4351557703854
1046,453.97265614326255
1047,453.24500227745887
1048,456.8267207230648
1049,454.1769849782891
1050,480.1836611272483
1051,467.7004274481448
1052,456.52951572992475
1053,441.3458640720158
1054,444.64582763989694
1055,475.0380876625235
1056,489.47746035330516
1057,448.91825179097157
1058,449.98883390324283
1059,456.43232092410085
1060,449.8335298486955
1061,447.985312434878
1062,465.50055916345815
1063,494.43468543261895
1064,457.1904444817286
1065,459.17865341055585
1066,496.05844452350783
1067,492.9438601689373
1068,482.85359847918795
1069,475.59134795156257
1070,476.93522031111667
1071,448.9507242778857
1072,496.8296373210113
1073,451.5090499332719
1074,500.88964414387567
1075,448.2828796723453
1076,479.13458648627574
1077,476.68264072887797
1078,495.6306227977874
1079,446.38944685673835
1080,451.18025478272034
1081,458.1016338547438
1082,475.88565345927225
1083,481.6020687951789
1084,475.2992345434545
1085,441.5713893964199
1086,471.03155461130603
1087,463.8253660193133
1088,461.30033604339366
1089,458.1838152441337
1090,445.8339253867285
1091,459.6293362460078
1092,492.9087922344866
1093,456.8443141854552
1094,446.9914259464699
1095,451.9776129177119
1096,482.4016730195626
1097,497.38271221281394
1098,472.32712194268646
1099,490.52566692234814
1100,448.78164454092524
1101,463.0186819452127
1102,447.915587677155
1103,485.678412327685
1104,463.45240018867554
1105,462.7390307777067
1106,489.071971785104
1107,468.2715572089962
1108,452.8850107503504
1109,446.3049600461981
1110,463.1935997318531
1111,495.7914579568266
1112,479.9023729508936
1113,462.9490309303132
1114,479.43838020000646
1115,473.5596939069711
1116,480.4903396368852
1117,488.6661728496611
1118,477.0151356093147
1119,474.2608149606788
1120,446.65442950599
1121,481.8522609488114
1122,451.5377927257501
1123,488.24744780702014
1124,470.38016801905985
1125,484.1604939878541
1126,495.6306227977874
1127,472.69193946019436
1128,489.3868142011516
1129,447.69192702860687
1130,466.03609302173135
1131,455.24747691368174
1132,450.2176235343648
1133,492.5160719086088
1134,450.360614683061
1135,462.4908409827595
1136,452.30198926378773
1137,460.81198156316907
1138,493.90666757489004
1139,461.6617567918556
1140,498.98716182522725
1141,444.49977512528164
1142,450.420114612299
1143,501.791783924023
1144,453.24424277901585
1145,477.44132111134525
1146,499.133179169335
1147,483.33433861863034
1148,450.6475910434289
1149,441.08863729982494
1150,465.66604950953837
1151,441.6885544615878
1152,487.45787707783217
1153,446.1031325171788
1154,487.8820731248213
1155,450.71538069443847
1156,470.39234498424537
1157,454.6541404826599
1158,443.6318069499979
1159,458.4840420397579
1160,454.2071318573963
1161,449.1099673670721
1162,479.4562500399619
1163,492.5481263587724
1164,489.25540985879167
1165,458.87131954417447
1166,489.151201057613
1167,506.52378518267284
1168,475.55225211578204
1169,489.25994813377116
1170,444.16715896052926
1171,444.1918459478718
1172,479.0490697410727
1173,456.3082105648433
1174,450.8630349725575
1175,448.2920156856185
1176,455.46860344355446
1177,460.97334507031843
1178,501.0917094935033
1179,487.7956542277415
1180,482.13932616706154
1181,453.97265614326255
1182,491.2463076242337
1183,447.12891139997595
1184,477.8090230327431
1185,450.4193154014334
1186,453.4391281335235
1187,452.45466592194646
1188,496.15044494679904
1189,494.3597543729895
1190,459.5649576173709
1191,440.31334105029435
1192,454.7484707034396
1193,485.1670184967524
1194,460.79136578732357
1195,488.1704090206411
1196,485.73225365397224
1197,457.0738768001994
1198,447.98348310375997
1199,445.65838013833263
1200,451.37139403017875
1201,463.4998887979418
1202,454.1125562622595
1203,474.5193464911336
1204,464.03771131557386
1205,448.504480053934
1206,460.74558925947116
1207,474.36383825102314
1208,455.5815353882563
1209,444.3533430684528
1210,480.1378214540985
1211,467.50553171729956
1212,479.6086078488221
1213,457.4637830857544
1214,503.80010650443694
1215,455.2443232144641
1216,468.0850391581638
1217,495.20497945452456
1218,442.9166706751158
1219,449.79662087568653
1220,479.6299816320308
1221,459.24667350110116
1222,452.22769131584624
1223,485.19070476422087
1224,482.4016730195626
1225,483.12777049364286
1226,453.74533141880084
1227,479.39235046920646
1228,457.31647575249247
1229,475.55225211578204
1230,454.2676032037729
1231,455.25065133397374
1232,475.89393547378097
1233,470.5069894577682
1234,495.87921349580887
1235,447.90443557411237
1236,464.33542472302565
1237,489.43393868280566
1238,450.93564635538735
1239,459.77205850622005
1240,492.5552737718852
1241,444.6544046179425
1242,448.7255502476227
1243,476.08876685487525
1244,454.54260816887546
1245,457.4057814756467
1246,473.1979025315012
1247,465.02205091865784
1248,486.532202772378
1249,483.8831939179005
1250,442.97298446531653
1251,442.03389913040905
1252,458.173967689936
1253,456.2432339446195
1254,459.7370658602981
1255,497.48116534295673
1256,490.52595176439826
1257,491.4097907394683
1258,445.87722115373685
1259,455.20151409610844
1260,467.7835951213943
1261,484.41973609965305
1262,468.9354352904473
1263,480.08887565644574
1264,493.1094083572842
1265,492.9248311875844
1266,460.15718108230624
1267,462.4316396516884
1268,488.8613462263068
1269,457.26432429796444
1270,443.39818819714384
1271,459.7415278849113
1272,443.60841093046724
1273,502.19693034512716
1274,444.999381729123
1275,457.89459374506106
1276,444.6255298682491
1277,458.23439244525065
1278,457.63740236447563
1279,449.1107358759943
1280,475.9720741782118
1281,482.6637760973848
1282,478.6343766454167
1283,470.362978693869
1284,452.5501786726749
1285,466.644374940062
1286,448.42137100059284
1287,449.73108954365284
1288,465.87293003238653
1289,480.9217257588682
1290,495.3195367764338
1291,444.5167150596437
1292,481.9459679546579
1293,446.2717590102637
1294,460.2828111130536
1295,477.8871236575488
1296,466.8725906861248
1297,445.04832476169787
1298,452.7283721882861
1299,490.39976464349127
1300,447.1482624633046
1301,453.4391281335235
1302,450.13004107768916
1303,463.1860099467662
1304,449.2757540854468
1305,476.375240247571
1306,479.8574540680586
1307,444.5128753934889
1308,499.6876992933808
1309,492.24602452852855
1310,480.3244273574957
1311,444.6544046179425
1312,453.65898525303305
1313,463.4329162855117
1314,457.60965572727406
1315,493.66127163055864
1316,448.7947897241574
1317,493.70475470047967
1318,448.9770450702997
1319,448.8261412748174
1320,448.02603416086606
1321,472.32712194268646
1322,444.43754839981665
1323,488.11904881320385
1324,474.9831129513208
1325,491.3573967114665
1326,456.28249683411656
1327,445.3249481795724
1328,463.5133179522232
1329,451.54883163749673
1330,474.6691308842831
1331,461.85696933790143
1332,460.64508287239323
1333,486.5508952159576
1334,488.0199684496404
1335,454.87140480226395
1336,494.07752673110167
1337,447.36858801481316
1338,460.9658766215449
1339,463.5775743440149
1340,456.8267207230648
1341,456.2581209515396
1342,475.85559872161343
1343,463.0520353072434
1344,483.33433861863034
1345,441.37912399535463
1346,500.8589887947247
1347,449.1107358759943
1348,473.41906232268576
1349,463.18654056237915
1350,475.7994686182008
1351,479.4849456007532
1352,455.1843085706176
1353,463.1808641600346
1354,444.5213894013918
1355,447.3961797135011
1356,446.58730020031817
1357,500.45262252567545
1358,448.3766763378298
1359,494.74059838921767
1360,463.010104595463
1361,453.6951108883734
1362,466.7695086664194
1363,464.5116089135062
1364,446.85600523348614
1365,483.48634704283717
1366,481.41357915824426
1367,479.2025445701397
1368,444.3533430684528
